intent_hash,action_hash,tool_id,payload_size,is_high_risk,is_forbidden,harmful_signal,injection_signal,label
0.046,0.529,0.2,0.056,0,0,0,0,1
0.944,0.529,0.2,0.056,0,0,0,0,1
0.113,0.529,0.2,0.056,0,0,0,0,0
0.686,0.498,0.3,0.056,0,0,0,0,1
0.461,0.529,0.2,0.056,0,0,0,0,1
0.124,0.529,0.2,0.056,0,0,0,0,1
0.759,0.529,0.2,0.056,0,0,0,0,1
0.936,0.498,0.3,0.056,0,0,0,0,1
0.972,0.286,0.0,0.14,0,0,0,0,0
0.457,0.529,0.2,0.056,0,0,0,0,1
0.124,0.498,0.3,0.056,0,0,0,0,1
0.977,0.482,0.0,0.14,0,0,0,0,1
0.513,0.701,0.0,0.14,0,0,0,0,0
0.339,0.11,0.6,0.056,0,0,0,0,1
0.816,0.11,0.6,0.056,0,0,0,0,1
0.943,0.498,0.3,0.056,0,0,0,0,1
0.104,0.529,0.2,0.056,0,0,0,0,1
0.043,0.817,0.0,0.138,0,0,0,0,1
0.328,0.11,0.6,0.056,0,0,0,0,1
0.669,0.11,0.6,0.056,0,0,0,0,1
0.79,0.887,0.0,0.14,0,0,0,0,1
0.519,0.498,0.3,0.056,0,0,0,0,1
0.867,0.11,0.6,0.056,0,0,0,0,1
0.84,0.498,0.3,0.056,0,0,0,0,1
0.621,0.11,0.6,0.056,0,0,0,0,1
0.209,0.498,0.3,0.056,0,0,0,0,1
0.455,0.11,0.6,0.056,0,0,0,0,1
0.743,0.11,0.6,0.056,0,0,0,0,1
0.962,0.529,0.2,0.056,0,0,0,0,1
0.882,0.498,0.3,0.056,0,0,0,0,1
0.536,0.498,0.3,0.056,0,0,0,0,1
0.055,0.498,0.3,0.056,0,0,0,0,1
0.44,0.498,0.3,0.056,0,0,0,0,1
0.685,0.708,0.0,0.14,0,0,0,0,1
0.268,0.529,0.2,0.056,0,0,0,0,1
0.256,0.498,0.3,0.056,0,0,0,0,1
0.637,0.498,0.3,0.056,0,0,0,0,1
0.458,0.498,0.3,0.056,0,0,0,0,1
0.434,0.529,0.2,0.056,0,0,0,0,1
0.653,0.11,0.6,0.056,0,0,0,0,1
0.412,0.498,0.3,0.056,0,0,0,0,1
0.464,0.529,0.2,0.056,0,0,0,0,1
0.628,0.039,0.0,0.14,0,0,0,0,1
0.521,0.11,0.6,0.056,0,0,0,0,1
0.876,0.498,0.3,0.056,0,0,0,0,1
0.606,0.506,0.0,0.14,0,0,0,0,1
0.104,0.11,0.6,0.056,0,0,0,0,1
0.864,0.498,0.3,0.056,0,0,0,0,1
0.999,0.498,0.3,0.056,0,0,0,0,1
0.882,0.11,0.6,0.056,0,0,0,0,1
0.634,0.365,0.0,0.14,0,0,0,0,1
0.726,0.11,0.6,0.056,0,0,0,0,1
0.423,0.055,0.0,0.138,0,0,0,0,1
0.229,0.529,0.2,0.056,0,0,0,0,1
0.475,0.529,0.2,0.056,0,0,0,0,1
0.671,0.11,0.6,0.056,0,0,0,0,1
0.339,0.199,0.0,0.138,0,0,0,0,1
0.713,0.529,0.2,0.056,0,0,0,0,1
0.104,0.498,0.3,0.056,0,0,0,0,1
0.926,0.979,0.0,0.14,0,0,0,0,1
0.485,0.529,0.2,0.056,0,0,0,0,1
0.936,0.11,0.6,0.056,0,0,0,0,1
0.735,0.498,0.3,0.056,0,0,0,0,1
0.031,0.11,0.6,0.056,0,0,0,0,1
0.687,0.529,0.2,0.056,0,0,0,0,1
0.929,0.11,0.0,0.14,0,0,0,0,1
0.78,0.11,0.6,0.056,0,0,0,0,1
0.685,0.536,0.0,0.14,0,0,0,0,1
0.79,0.11,0.6,0.056,0,0,0,0,1
0.096,0.11,0.6,0.056,0,0,0,0,1
0.888,0.88,0.0,0.138,0,0,0,0,1
0.921,0.11,0.6,0.056,0,0,0,0,1
0.073,0.11,0.6,0.056,0,0,0,0,1
0.755,0.498,0.3,0.056,0,0,0,0,1
0.991,0.489,0.0,0.14,0,0,0,0,1
0.979,0.498,0.3,0.056,0,0,0,0,1
0.201,0.529,0.2,0.056,0,0,0,0,1
0.888,0.529,0.2,0.056,0,0,0,0,1
0.519,0.106,0.0,0.138,0,0,0,0,1
0.284,0.431,0.0,0.138,0,0,0,0,1
0.236,0.999,0.0,0.14,0,0,0,0,0
0.635,0.529,0.2,0.056,0,0,0,0,1
0.093,0.529,0.2,0.056,0,0,0,0,1
0.237,0.11,0.6,0.056,0,0,0,0,1
0.908,0.549,0.0,0.14,0,0,0,0,1
0.391,0.533,0.0,0.14,0,0,0,0,1
0.567,0.143,0.0,0.14,0,0,0,0,1
0.759,0.11,0.6,0.056,0,0,0,0,1
0.74,0.498,0.3,0.056,0,0,0,0,1
0.94,0.11,0.6,0.056,0,0,0,0,1
0.688,0.498,0.3,0.056,0,0,0,0,1
0.547,0.529,0.2,0.056,0,0,0,0,1
0.98,0.11,0.6,0.056,0,0,0,0,1
0.311,0.529,0.2,0.056,0,0,0,0,1
0.568,0.529,0.2,0.056,0,0,0,0,1
0.719,0.068,0.0,0.138,0,0,0,0,1
0.924,0.078,0.0,0.138,0,0,0,0,1
0.089,0.529,0.2,0.056,0,0,0,0,1
0.91,0.11,0.6,0.056,0,0,0,0,1
0.204,0.388,0.0,0.14,0,0,0,0,1
0.897,0.498,0.3,0.056,0,0,0,0,1
0.333,0.11,0.6,0.056,0,0,0,0,1
0.935,0.087,0.0,0.14,0,0,0,0,1
0.392,0.529,0.2,0.056,0,0,0,0,1
0.79,0.498,0.3,0.056,0,0,0,0,1
0.915,0.498,0.3,0.056,0,0,0,0,1
0.371,0.529,0.2,0.056,0,0,0,0,1
0.499,0.741,0.0,0.138,0,0,0,0,1
0.711,0.498,0.3,0.056,0,0,0,0,1
0.236,0.11,0.6,0.056,0,0,0,0,1
0.705,0.212,0.0,0.14,0,0,0,0,1
0.774,0.529,0.2,0.056,0,0,0,0,1
0.525,0.579,0.0,0.138,0,0,0,0,1
0.286,0.498,0.3,0.056,0,0,0,0,1
0.245,0.11,0.6,0.056,0,0,0,0,1
0.757,0.962,0.0,0.14,0,0,0,0,1
0.857,0.005,0.0,0.138,0,0,0,0,1
0.911,0.11,0.6,0.056,0,0,0,0,1
0.812,0.596,0.0,0.14,0,0,0,0,1
0.183,0.11,0.6,0.056,0,0,0,0,1
0.471,0.345,0.0,0.14,0,0,0,0,1
0.638,0.572,0.0,0.14,0,0,0,0,0
0.413,0.828,0.0,0.14,0,0,0,0,1
0.943,0.11,0.6,0.056,0,0,0,0,1
0.69,0.498,0.3,0.056,0,0,0,0,0
0.565,0.529,0.2,0.056,0,0,0,0,1
0.063,0.907,0.0,0.14,0,0,0,0,1
0.456,0.498,0.3,0.056,0,0,0,0,1
0.726,0.498,0.3,0.056,0,0,0,0,1
0.516,0.498,0.3,0.056,0,0,0,0,1
0.976,0.529,0.2,0.056,0,0,0,0,1
0.849,0.529,0.2,0.056,0,0,0,0,1
0.279,0.11,0.6,0.056,0,0,0,0,1
0.49,0.773,0.0,0.138,0,0,0,0,1
0.585,0.529,0.2,0.056,0,0,0,0,1
0.092,0.11,0.6,0.056,0,0,0,0,0
0.243,0.498,0.3,0.056,0,0,0,0,1
0.91,0.11,0.6,0.056,0,0,0,0,1
0.116,0.498,0.3,0.056,0,0,0,0,1
0.952,0.11,0.6,0.056,0,0,0,0,1
0.61,0.11,0.6,0.056,0,0,0,0,1
0.34,0.37,0.0,0.14,0,0,0,0,1
0.052,0.831,0.0,0.14,0,0,0,0,1
0.75,0.704,0.0,0.138,0,0,0,0,1
0.851,0.32,0.0,0.14,0,0,0,0,1
0.071,0.178,0.0,0.14,0,0,0,0,1
0.37,0.11,0.6,0.056,0,0,0,0,1
0.656,0.498,0.3,0.056,0,0,0,0,1
0.89,0.498,0.3,0.056,0,0,0,0,1
0.285,0.866,0.0,0.138,0,0,0,0,1
0.342,0.529,0.2,0.056,0,0,0,0,1
0.413,0.295,0.0,0.14,0,0,0,0,1
0.967,0.498,0.3,0.056,0,0,0,0,1
0.635,0.684,0.0,0.14,0,0,0,0,1
0.278,0.11,0.6,0.056,0,0,0,0,1
0.861,0.013,0.0,0.14,0,0,0,0,1
0.417,0.11,0.6,0.056,0,0,0,0,1
0.18,0.367,0.0,0.138,0,0,0,0,1
0.639,0.11,0.6,0.056,0,0,0,0,1
0.86,0.11,0.6,0.056,0,0,0,0,1
0.515,0.11,0.6,0.056,0,0,0,0,1
0.888,0.529,0.2,0.056,0,0,0,0,1
0.39,0.529,0.2,0.056,0,0,0,0,1
0.304,0.529,0.2,0.056,0,0,0,0,1
0.632,0.529,0.2,0.056,0,0,0,0,1
0.362,0.11,0.6,0.056,0,0,0,0,1
0.01,0.529,0.2,0.056,0,0,0,0,1
0.794,0.11,0.6,0.056,0,0,0,0,1
0.51,0.498,0.3,0.056,0,0,0,0,1
0.967,0.11,0.6,0.056,0,0,0,0,1
0.2,0.529,0.2,0.056,0,0,0,0,1
0.217,0.11,0.6,0.056,0,0,0,0,1
0.419,0.498,0.3,0.056,0,0,0,0,1
0.381,0.529,0.2,0.056,0,0,0,0,1
0.72,0.529,0.2,0.056,0,0,0,0,1
0.166,0.529,0.2,0.056,0,0,0,0,0
0.228,0.529,0.2,0.056,0,0,0,0,1
0.882,0.219,0.0,0.14,0,0,0,0,1
0.745,0.848,0.0,0.14,0,0,0,0,1
0.038,0.498,0.3,0.056,0,0,0,0,1
0.716,0.529,0.2,0.056,0,0,0,0,1
0.771,0.11,0.6,0.056,0,0,0,0,1
0.904,0.529,0.2,0.056,0,0,0,0,1
0.755,0.498,0.3,0.056,0,0,0,0,1
0.706,0.871,0.0,0.14,0,0,0,0,1
0.951,0.529,0.2,0.056,0,0,0,0,1
0.509,0.498,0.3,0.056,0,0,0,0,1
0.443,0.789,0.0,0.14,0,0,0,0,1
0.157,0.11,0.6,0.056,0,0,0,0,1
0.847,0.498,0.3,0.056,0,0,0,0,1
0.153,0.675,0.0,0.14,0,0,0,0,1
0.32,0.381,0.0,0.138,0,0,0,0,1
0.471,0.529,0.2,0.056,0,0,0,0,1
0.006,0.11,0.6,0.056,0,0,0,0,1
0.12,0.774,0.0,0.14,0,0,0,0,1
0.471,0.529,0.2,0.056,0,0,0,0,1
0.407,0.498,0.3,0.056,0,0,0,0,1
0.341,0.529,0.2,0.056,0,0,0,0,1
0.427,0.779,0.0,0.138,0,0,0,0,1
0.422,0.498,0.3,0.056,0,0,0,0,1
0.988,0.11,0.6,0.056,0,0,0,0,0
0.772,0.529,0.2,0.056,0,0,0,0,1
0.374,0.199,0.0,0.138,0,0,0,0,1
0.654,0.11,0.6,0.056,0,0,0,0,1
0.085,0.529,0.2,0.056,0,0,0,0,1
0.649,0.11,0.6,0.056,0,0,0,0,1
0.793,0.498,0.3,0.056,0,0,0,0,1
0.427,0.498,0.3,0.056,0,0,0,0,1
0.067,0.11,0.6,0.056,0,0,0,0,1
0.385,0.223,0.0,0.14,0,0,0,0,1
0.279,0.498,0.3,0.056,0,0,0,0,1
0.058,0.498,0.3,0.056,0,0,0,0,1
0.709,0.498,0.3,0.056,0,0,0,0,1
0.493,0.432,0.0,0.138,0,0,0,0,1
0.392,0.529,0.2,0.056,0,0,0,0,1
0.831,0.984,0.0,0.138,0,0,0,0,1
0.871,0.27,0.0,0.14,0,0,0,0,1
0.961,0.952,0.0,0.138,0,0,0,0,1
0.892,0.498,0.3,0.056,0,0,0,0,1
0.795,0.319,0.0,0.138,0,0,0,0,1
0.519,0.667,0.0,0.138,0,0,0,0,1
0.73,0.11,0.6,0.056,0,0,0,0,1
0.498,0.498,0.3,0.056,0,0,0,0,1
0.395,0.529,0.2,0.056,0,0,0,0,1
0.929,0.11,0.6,0.056,0,0,0,0,1
0.844,0.498,0.3,0.056,0,0,0,0,0
0.354,0.498,0.3,0.056,0,0,0,0,1
0.116,0.741,0.0,0.14,0,0,0,0,1
0.609,0.528,0.0,0.14,0,0,0,0,1
0.727,0.498,0.3,0.056,0,0,0,0,1
0.814,0.498,0.3,0.056,0,0,0,0,1
0.158,0.455,0.0,0.14,0,0,0,0,1
0.078,0.751,0.0,0.14,0,0,0,0,1
0.209,0.429,0.0,0.138,0,0,0,0,1
0.588,0.529,0.2,0.056,0,0,0,0,1
0.041,0.529,0.2,0.056,0,0,0,0,1
0.481,0.529,0.2,0.056,0,0,0,0,1
0.072,0.11,0.6,0.056,0,0,0,0,1
0.159,0.946,0.0,0.138,0,0,0,0,1
0.015,0.11,0.6,0.056,0,0,0,0,1
0.936,0.529,0.2,0.056,0,0,0,0,1
0.542,0.529,0.2,0.056,0,0,0,0,1
0.357,0.75,0.0,0.14,0,0,0,0,1
0.061,0.529,0.2,0.056,0,0,0,0,1
0.041,0.529,0.2,0.056,0,0,0,0,1
0.843,0.11,0.6,0.056,0,0,0,0,1
0.685,0.11,0.6,0.056,0,0,0,0,1
0.414,0.11,0.6,0.056,0,0,0,0,1
0.857,0.712,0.0,0.14,0,0,0,0,1
0.624,0.529,0.2,0.056,0,0,0,0,1
0.685,0.11,0.6,0.056,0,0,0,0,1
0.063,0.034,0.0,0.14,0,0,0,0,1
0.88,0.11,0.6,0.056,0,0,0,0,1
0.338,0.498,0.3,0.056,0,0,0,0,1
0.977,0.529,0.2,0.056,0,0,0,0,1
0.96,0.529,0.2,0.056,0,0,0,0,1
0.171,0.11,0.6,0.056,0,0,0,0,1
0.809,0.11,0.6,0.056,0,0,0,0,1
0.884,0.498,0.3,0.056,0,0,0,0,1
0.911,0.236,0.0,0.14,0,0,0,0,1
0.636,0.529,0.2,0.056,0,0,0,0,1
0.126,0.498,0.3,0.056,0,0,0,0,1
0.337,0.498,0.3,0.056,0,0,0,0,1
0.808,0.886,0.0,0.138,0,0,0,0,1
0.014,0.609,0.0,0.14,0,0,0,0,1
0.651,0.529,0.2,0.056,0,0,0,0,1
0.554,0.141,0.0,0.138,0,0,0,0,0
0.22,0.529,0.2,0.056,0,0,0,0,1
0.841,0.11,0.6,0.056,0,0,0,0,1
0.91,0.721,0.0,0.14,0,0,0,0,1
0.172,0.3,0.0,0.14,0,0,0,0,1
0.155,0.498,0.3,0.056,0,0,0,0,1
0.911,0.498,0.3,0.056,0,0,0,0,1
0.251,0.11,0.6,0.056,0,0,0,0,1
0.556,0.137,0.0,0.138,0,0,0,0,1
0.979,0.498,0.3,0.056,0,0,0,0,1
0.224,0.11,0.6,0.056,0,0,0,0,1
0.161,0.498,0.3,0.056,0,0,0,0,1
0.519,0.498,0.3,0.056,0,0,0,0,1
0.37,0.529,0.2,0.056,0,0,0,0,1
0.171,0.529,0.2,0.056,0,0,0,0,1
0.807,0.11,0.6,0.056,0,0,0,0,1
0.968,0.498,0.3,0.056,0,0,0,0,1
0.279,0.11,0.6,0.056,0,0,0,0,1
0.964,0.498,0.3,0.056,0,0,0,0,1
0.313,0.529,0.2,0.056,0,0,0,0,1
0.031,0.11,0.6,0.056,0,0,0,0,1
0.081,0.11,0.6,0.056,0,0,0,0,1
0.046,0.068,0.0,0.14,0,0,0,0,1
0.92,0.104,0.0,0.14,0,0,0,0,1
0.474,0.529,0.2,0.056,0,0,0,0,1
0.889,0.529,0.2,0.056,0,0,0,0,1
0.205,0.529,0.2,0.056,0,0,0,0,1
0.554,0.529,0.2,0.056,0,0,0,0,1
0.068,0.757,0.0,0.14,0,0,0,0,1
0.157,0.11,0.6,0.056,0,0,0,0,1
0.815,0.529,0.2,0.056,0,0,0,0,1
0.681,0.529,0.2,0.056,0,0,0,0,1
0.291,0.11,0.6,0.056,0,0,0,0,1
0.921,0.722,0.0,0.14,0,0,0,0,1
0.796,0.529,0.2,0.056,0,0,0,0,1
0.293,0.11,0.6,0.056,0,0,0,0,1
0.172,0.498,0.3,0.056,0,0,0,0,1
0.927,0.192,0.0,0.14,0,0,0,0,1
0.847,0.11,0.6,0.056,0,0,0,0,1
0.422,0.11,0.6,0.056,0,0,0,0,1
0.113,0.11,0.6,0.056,0,0,0,0,1
0.073,0.529,0.2,0.056,0,0,0,0,1
0.326,0.724,0.0,0.14,0,0,0,0,1
0.209,0.529,0.2,0.056,0,0,0,0,1
0.068,0.498,0.3,0.056,0,0,0,0,1
0.077,0.529,0.2,0.056,0,0,0,0,1
0.805,0.498,0.3,0.056,0,0,0,0,1
0.043,0.989,0.0,0.136,0,0,0,0,1
0.507,0.11,0.6,0.056,0,0,0,0,1
0.643,0.529,0.2,0.056,0,0,0,0,1
0.624,0.11,0.6,0.056,0,0,0,0,1
0.887,0.691,0.0,0.14,0,0,0,0,1
0.096,0.498,0.3,0.056,0,0,0,0,1
0.996,0.498,0.3,0.056,0,0,0,0,1
0.591,0.498,0.3,0.056,0,0,0,0,0
0.545,0.529,0.2,0.056,0,0,0,0,0
0.266,0.498,0.3,0.056,0,0,0,0,1
0.692,0.11,0.6,0.056,0,0,0,0,1
0.757,0.11,0.6,0.056,0,0,0,0,1
0.64,0.498,0.3,0.056,0,0,0,0,1
0.165,0.498,0.3,0.056,0,0,0,0,1
0.637,0.529,0.2,0.056,0,0,0,0,1
0.591,0.11,0.6,0.056,0,0,0,0,1
0.334,0.292,0.0,0.14,0,0,0,0,1
0.96,0.11,0.6,0.056,0,0,0,0,1
0.252,0.498,0.3,0.056,0,0,0,0,0
0.13,0.428,0.0,0.14,0,0,0,0,0
0.5,0.473,0.0,0.138,0,0,0,0,1
0.264,0.529,0.2,0.056,0,0,0,0,0
0.1,0.498,0.3,0.056,0,0,0,0,1
0.522,0.529,0.2,0.056,0,0,0,0,1
0.02,0.444,0.0,0.14,0,0,0,0,1
0.393,0.498,0.3,0.056,0,0,0,0,0
0.621,0.498,0.3,0.056,0,0,0,0,1
0.756,0.469,0.0,0.138,0,0,0,0,1
0.189,0.957,0.0,0.14,0,0,0,0,1
0.585,0.498,0.3,0.056,0,0,0,0,1
0.476,0.22,0.0,0.138,0,0,0,0,1
0.653,0.529,0.2,0.056,0,0,0,0,1
0.17,0.013,0.0,0.14,0,0,0,0,1
0.01,0.529,0.2,0.056,0,0,0,0,1
0.608,0.891,0.0,0.138,0,0,0,0,1
0.512,0.11,0.6,0.056,0,0,0,0,1
0.881,0.374,0.0,0.14,0,0,0,0,1
0.593,0.498,0.3,0.056,0,0,0,0,1
0.316,0.498,0.3,0.056,0,0,0,0,1
0.38,0.859,0.0,0.138,0,0,0,0,1
0.953,0.529,0.2,0.056,0,0,0,0,1
0.143,0.498,0.3,0.056,0,0,0,0,1
0.537,0.498,0.3,0.056,0,0,0,0,1
0.915,0.498,0.3,0.056,0,0,0,0,1
0.98,0.529,0.2,0.056,0,0,0,0,1
0.799,0.498,0.3,0.056,0,0,0,0,1
0.251,0.11,0.6,0.056,0,0,0,0,1
0.683,0.11,0.6,0.056,0,0,0,0,1
0.514,0.529,0.2,0.056,0,0,0,0,1
0.708,0.11,0.6,0.056,0,0,0,0,1
0.925,0.11,0.6,0.056,0,0,0,0,1
0.172,0.438,0.0,0.14,0,0,0,0,1
0.786,0.11,0.6,0.056,0,0,0,0,0
0.03,0.11,0.6,0.056,0,0,0,0,1
0.001,0.11,0.6,0.056,0,0,0,0,1
0.294,0.529,0.2,0.056,0,0,0,0,1
0.638,0.11,0.6,0.056,0,0,0,0,1
0.678,0.529,0.2,0.056,0,0,0,0,1
0.849,0.11,0.6,0.056,0,0,0,0,1
0.354,0.11,0.6,0.056,0,0,0,0,1
0.409,0.498,0.3,0.056,0,0,0,0,1
0.279,0.529,0.2,0.056,0,0,0,0,1
0.185,0.198,0.0,0.138,0,0,0,0,1
0.925,0.11,0.6,0.056,0,0,0,0,1
0.929,0.498,0.3,0.056,0,0,0,0,1
0.561,0.11,0.6,0.056,0,0,0,0,0
0.522,0.86,0.0,0.138,0,0,0,0,1
0.259,0.133,0.0,0.14,0,0,0,0,1
0.378,0.529,0.2,0.056,0,0,0,0,1
0.614,0.498,0.3,0.056,0,0,0,0,1
0.2,0.814,0.0,0.138,0,0,0,0,1
0.795,0.11,0.6,0.056,0,0,0,0,1
0.83,0.074,0.0,0.14,0,0,0,0,1
0.108,0.334,0.0,0.14,0,0,0,0,0
0.352,0.556,0.0,0.14,0,0,0,0,1
0.042,0.498,0.3,0.056,0,0,0,0,1
0.748,0.529,0.2,0.056,0,0,0,0,1
0.982,0.529,0.2,0.056,0,0,0,0,1
0.996,0.441,0.0,0.14,0,0,0,0,1
0.785,0.11,0.6,0.056,0,0,0,0,1
0.755,0.529,0.2,0.056,0,0,0,0,1
0.156,0.11,0.6,0.056,0,0,0,0,1
0.525,0.11,0.6,0.056,0,0,0,0,1
0.553,0.452,0.0,0.138,0,0,0,0,1
0.221,0.529,0.2,0.056,0,0,0,0,1
0.696,0.738,0.0,0.138,0,0,0,0,1
0.847,0.529,0.2,0.056,0,0,0,0,1
0.251,0.11,0.6,0.056,0,0,0,0,1
0.982,0.529,0.2,0.056,0,0,0,0,1
0.497,0.11,0.6,0.056,0,0,0,0,1
0.73,0.529,0.2,0.056,0,0,0,0,1
0.226,0.259,0.0,0.14,0,0,0,0,1
0.06,0.498,0.3,0.056,0,0,0,0,1
0.463,0.529,0.2,0.056,0,0,0,0,1
0.217,0.11,0.6,0.056,0,0,0,0,1
0.406,0.529,0.2,0.056,0,0,0,0,1
0.98,0.11,0.6,0.056,0,0,0,0,1
0.422,0.11,0.6,0.056,0,0,0,0,1
0.708,0.498,0.3,0.056,0,0,0,0,1
0.649,0.529,0.2,0.056,0,0,0,0,1
0.071,0.11,0.6,0.056,0,0,0,0,1
0.38,0.99,0.0,0.14,0,0,0,0,1
0.438,0.529,0.2,0.056,0,0,0,0,1
0.591,0.529,0.2,0.056,0,0,0,0,1
0.643,0.529,0.2,0.056,0,0,0,0,1
0.727,0.529,0.2,0.056,0,0,0,0,1
0.927,0.425,0.0,0.14,0,0,0,0,1
0.427,0.11,0.6,0.056,0,0,0,0,1
0.251,0.501,0.0,0.14,0,0,0,0,1
0.373,0.529,0.2,0.056,0,0,0,0,1
0.452,0.503,0.0,0.14,0,0,0,0,1
0.535,0.478,0.0,0.14,0,0,0,0,1
0.118,0.498,0.3,0.056,0,0,0,0,0
0.254,0.529,0.2,0.056,0,0,0,0,1
0.013,0.433,0.0,0.14,0,0,0,0,1
0.528,0.11,0.6,0.056,0,0,0,0,1
0.278,0.498,0.3,0.056,0,0,0,0,1
0.74,0.529,0.2,0.056,0,0,0,0,1
0.706,0.498,0.3,0.056,0,0,0,0,1
0.921,0.192,0.0,0.138,0,0,0,0,1
0.719,0.11,0.6,0.056,0,0,0,0,1
0.77,0.529,0.2,0.056,0,0,0,0,1
0.588,0.498,0.3,0.056,0,0,0,0,1
0.943,0.11,0.6,0.056,0,0,0,0,1
0.049,0.305,0.0,0.14,0,0,0,0,1
0.801,0.498,0.3,0.056,0,0,0,0,1
0.209,0.498,0.3,0.056,0,0,0,0,0
0.425,0.498,0.3,0.056,0,0,0,0,1
0.482,0.77,0.0,0.14,0,0,0,0,1
0.971,0.498,0.3,0.056,0,0,0,0,1
0.43,0.529,0.2,0.056,0,0,0,0,1
0.625,0.092,0.0,0.14,0,0,0,0,1
0.727,0.183,0.0,0.14,0,0,0,0,1
0.788,0.11,0.6,0.056,0,0,0,0,1
0.936,0.498,0.3,0.056,0,0,0,0,0
0.858,0.529,0.2,0.056,0,0,0,0,1
0.411,0.11,0.6,0.056,0,0,0,0,1
0.939,0.498,0.3,0.056,0,0,0,0,1
0.313,0.529,0.2,0.056,0,0,0,0,1
0.483,0.498,0.3,0.056,0,0,0,0,1
0.317,0.529,0.2,0.056,0,0,0,0,1
0.877,0.529,0.2,0.056,0,0,0,0,1
0.144,0.529,0.2,0.056,0,0,0,0,1
0.772,0.529,0.2,0.056,0,0,0,0,1
0.945,0.498,0.3,0.056,0,0,0,0,1
0.727,0.498,0.3,0.056,0,0,0,0,1
0.266,0.529,0.2,0.056,0,0,0,0,1
0.917,0.11,0.6,0.056,0,0,0,0,1
0.101,0.11,0.6,0.056,0,0,0,0,1
0.895,0.11,0.6,0.056,0,0,0,0,0
0.063,0.498,0.3,0.056,0,0,0,0,1
0.82,0.11,0.6,0.056,0,0,0,0,1
0.871,0.529,0.2,0.056,0,0,0,0,1
0.861,0.529,0.2,0.056,0,0,0,0,1
0.601,0.11,0.6,0.056,0,0,0,0,1
0.414,0.498,0.3,0.056,0,0,0,0,1
0.682,0.731,0.0,0.14,0,0,0,0,1
0.568,0.24,0.0,0.14,0,0,0,0,1
0.358,0.11,0.6,0.056,0,0,0,0,1
0.18,0.498,0.3,0.056,0,0,0,0,1
0.23,0.11,0.6,0.056,0,0,0,0,0
0.747,0.11,0.6,0.056,0,0,0,0,1
0.911,0.498,0.3,0.056,0,0,0,0,1
0.513,0.498,0.3,0.056,0,0,0,0,1
0.13,0.11,0.6,0.056,0,0,0,0,1
0.98,0.649,0.0,0.14,0,0,0,0,1
0.87,0.228,0.0,0.14,0,0,0,0,1
0.29,0.529,0.2,0.056,0,0,0,0,1
0.142,0.498,0.3,0.056,0,0,0,0,1
0.437,0.529,0.2,0.056,0,0,0,0,1
0.159,0.529,0.2,0.056,0,0,0,0,1
0.893,0.529,0.2,0.056,0,0,0,0,1
0.159,0.207,0.0,0.14,0,0,0,0,1
0.195,0.11,0.6,0.056,0,0,0,0,1
0.713,0.036,0.0,0.138,0,0,0,0,1
0.329,0.529,0.2,0.056,0,0,0,0,1
0.596,0.529,0.2,0.056,0,0,0,0,1
0.982,0.11,0.6,0.056,0,0,0,0,1
0.132,0.529,0.2,0.056,0,0,0,0,1
0.597,0.529,0.2,0.056,0,0,0,0,1
0.831,0.529,0.2,0.056,0,0,0,0,1
0.208,0.309,0.0,0.138,0,0,0,0,1
0.962,0.529,0.2,0.056,0,0,0,0,1
0.372,0.11,0.6,0.056,0,0,0,0,1
0.647,0.529,0.2,0.056,0,0,0,0,1
0.938,0.529,0.2,0.056,0,0,0,0,1
0.354,0.447,0.0,0.138,0,0,0,0,1
0.258,0.051,0.0,0.14,0,0,0,0,1
0.536,0.498,0.3,0.056,0,0,0,0,1
0.718,0.11,0.6,0.056,0,0,0,0,1
0.43,0.529,0.2,0.056,0,0,0,0,1
0.548,0.498,0.3,0.056,0,0,0,0,1
0.549,0.529,0.2,0.056,0,0,0,0,1
0.491,0.498,0.3,0.056,0,0,0,0,1
0.41,0.529,0.2,0.056,0,0,0,0,1
0.77,0.498,0.3,0.056,0,0,0,0,1
0.495,0.11,0.6,0.056,0,0,0,0,1
0.78,0.498,0.3,0.056,0,0,0,0,1
0.838,0.873,0.0,0.14,0,0,0,0,1
0.672,0.498,0.3,0.056,0,0,0,0,1
0.42,0.498,0.3,0.056,0,0,0,0,1
0.678,0.498,0.3,0.056,0,0,0,0,0
0.248,0.343,0.0,0.14,0,0,0,0,1
0.206,0.245,0.0,0.14,0,0,0,0,1
0.451,0.971,0.0,0.138,0,0,0,0,1
0.452,0.929,0.0,0.14,0,0,0,0,1
0.368,0.529,0.2,0.056,0,0,0,0,1
0.802,0.847,0.0,0.14,0,0,0,0,1
0.25,0.11,0.6,0.056,0,0,0,0,1
0.382,0.529,0.2,0.056,0,0,0,0,1
0.792,0.529,0.2,0.056,0,0,0,0,1
0.256,0.529,0.2,0.056,0,0,0,0,1
0.497,0.11,0.6,0.056,0,0,0,0,1
0.573,0.498,0.3,0.056,0,0,0,0,1
0.255,0.874,0.0,0.14,0,0,0,0,1
0.619,0.483,0.0,0.14,0,0,0,0,1
0.617,0.529,0.2,0.056,0,0,0,0,1
0.3,0.498,0.3,0.056,0,0,0,0,1
0.792,0.498,0.3,0.056,0,0,0,0,1
0.488,0.253,0.0,0.14,0,0,0,0,1
0.289,0.11,0.6,0.056,0,0,0,0,1
0.475,0.11,0.6,0.056,0,0,0,0,1
0.2,0.277,0.0,0.14,0,0,0,0,1
